Station,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Kadambur,2021-12,0.6839,0.4211,28.2576,18.4186,0.3121
Kullampatti,2021-12,0.6403,0.4051,29.0501,17.571,0.2695
M.Chettipatti,2021-12,0.6465,0.3852,29.9193,17.1867,0.2784
Manjakalpatti,2021-12,0.6001,0.362,29.0586,16.3964,0.2714
Mannarpalayam,2021-12,0.6559,0.4084,29.2509,17.3815,0.3015
Moolakadu,2021-12,0.5058,0.2616,27.2426,19.0588,0.2501
Murungapatty,2021-12,0.6727,0.4137,28.7582,17.9431,0.2792
Muthiyampatti,2021-12,0.6575,0.4002,30.0619,18.2582,0.2734
Nadupatty,2021-12,0.6553,0.389,28.9521,18.1047,0.2803
Navapatti,2021-12,0.7241,0.4431,26.0752,21.3816,0.2433
Pannavadi,2021-12,0.4336,0.2159,28.8269,17.7432,0.2397
Pappanaickanpatti,2021-12,0.7903,0.4986,24.8467,24.8108,0.3115
Periyakadampatty,2021-12,0.6528,0.3927,29.8559,17.3024,0.2772
Pillukurichi,2021-12,0.6396,0.4082,28.7355,17.9069,0.2571
Pulluthikuttai,2021-12,0.7278,0.4613,25.6524,23.7647,0.3048
Rajapalayam (TN-MWS01),2021-12,0.5214,0.3002,29.9015,16.3297,0.3612
Ramagudal,2021-12,0.6689,0.4374,28.5265,18.0624,0.2721
Ramanaickanpalayam,2021-12,0.6702,0.4208,29.5073,17.4352,0.3122
Samuthiram_1,2021-12,0.659,0.4014,30.0562,18.3864,0.2741
Sanarpatti,2021-12,0.6943,0.431,28.6195,18.0792,0.2714
Sandhiyur,2021-12,0.6228,0.3787,29.411,16.5078,0.2769
Sendarapatti,2021-12,0.6894,0.4281,28.6227,18.629,0.3281
Singipuram,2021-12,0.649,0.4002,29.5428,16.9863,0.3043
Siruvachur,2021-12,0.6421,0.404,29.4068,18.2668,0.3622
Sitteri,2021-12,0.6013,0.3534,29.6266,16.7773,0.3558
Sukkampatti,2021-12,0.6864,0.429,28.1888,19.2511,0.2929
Thekkampatti,2021-12,0.6005,0.3477,29.6956,16.8251,0.2844
Thuttampatti,2021-12,0.6452,0.3965,30.0528,17.7095,0.2756
Vaikundham sankari Salem Tamil Nadu,2021-12,0.663,0.3831,30.0431,19.2787,0.3168
Veerakal,2021-12,0.7098,0.4326,28.3484,18.1769,0.2732
Veppilaipatty,2021-12,0.6653,0.4078,28.6896,17.3535,0.2973
Amaram_1,2022-01,0.5385,0.335,30.4362,15.7705,0.213
Ammapet_1,2022-01,0.498,0.2882,29.8653,15.2677,0.2131
Ariyampatti,2022-01,0.5528,0.3481,30.6146,15.5103,0.2101
Avaniperur Keelmugam,2022-01,0.5264,0.3144,30.712,15.6963,0.2042
Ayodhiyapattinam,2022-01,0.541,0.3139,30.1498,15.0758,0.2223
Egapuram,2022-01,0.5229,0.3196,31.0634,15.0901,0.2031
Erumaipatti_1,2022-01,0.4918,0.2976,30.2652,14.3008,0.199
Erumaipatti_2,2022-01,0.4984,0.3002,30.9437,14.4292,0.2008
Gundakkal,2022-01,0.5776,0.343,29.5923,17.3433,0.2147
Hasthampati,2022-01,0.4151,0.25,30.9269,14.1529,0.2206
Hasthampatti,2022-01,0.4504,0.2669,30.6011,14.5969,0.222
Illupanatham_1,2022-01,0.5448,0.3273,31.2589,17.5973,0.2652
Inam Bairoji,2022-01,0.5572,0.3358,30.519,15.4512,0.2031
Kadambur,2022-01,0.6245,0.3874,29.6441,18.7411,0.2337
Kullampatti,2022-01,0.5312,0.3353,29.2178,15.714,0.2035
M.Chettipatti,2022-01,0.5302,0.3145,30.7613,15.1455,0.2111
Manjakalpatti,2022-01,0.4923,0.3007,29.8931,14.5793,0.1997
Mannarpalayam,2022-01,0.5601,0.3345,30.8954,16.1963,0.2353
Moolakadu,2022-01,0.393,0.228,27.2122,18.1622,0.183
Murungapatty,2022-01,0.5796,0.3501,29.5116,16.5217,0.2099
Muthiyampatti,2022-01,0.5692,0.3378,30.4932,16.265,0.207
Nadupatty,2022-01,0.5614,0.3329,30.1139,16.7034,0.2131
Navapatti,2022-01,0.6456,0.3985,25.7888,20.7533,0.1808
Pannavadi,2022-01,0.3604,0.2016,28.5709,16.9653,0.1692
Pappanaickanpatti,2022-01,0.7458,0.4483,26.0022,24.7323,0.2415
Periyakadampatty,2022-01,0.54,0.3243,30.6652,15.2994,0.2105
Pillukurichi,2022-01,0.5724,0.3652,28.3372,16.8322,0.1917
Pulluthikuttai,2022-01,0.7294,0.4317,26.1219,23.7222,0.2362
Rajapalayam (TN-MWS01),2022-01,0.5133,0.3028,30.9357,17.3017,0.2796
Ramagudal,2022-01,0.5522,0.3505,28.6368,15.9849,0.2026
Ramanaickanpalayam,2022-01,0.5839,0.356,30.7797,17.8751,0.2397
Samuthiram_1,2022-01,0.5663,0.3369,30.5528,16.2641,0.2075
Sanarpatti,2022-01,0.5696,0.3579,29.3262,16.3362,0.2084
Sandhiyur,2022-01,0.5377,0.3345,30.6823,14.8975,0.2041
Sendarapatti,2022-01,0.6033,0.3502,30.0575,18.5904,0.247
Singipuram,2022-01,0.5511,0.3259,31.3388,16.1468,0.2364
Siruvachur,2022-01,0.5848,0.3659,30.5256,18.7508,0.2976
Sitteri,2022-01,0.5455,0.3382,31.238,17.6581,0.275
Sukkampatti,2022-01,0.6089,0.3616,29.0549,17.5388,0.227
Thekkampatti,2022-01,0.5121,0.2902,29.9838,14.8676,0.2169
Thuttampatti,2022-01,0.5422,0.3316,30.6694,15.6413,0.2094
Vaikundham sankari Salem Tamil Nadu,2022-01,0.64,0.3601,29.026,22.1883,0.2342
Veerakal,2022-01,0.5732,0.3585,29.2222,16.1829,0.2093
Veppilaipatty,2022-01,0.5872,0.3521,29.7055,15.8392,0.2334
Amaram_1,2022-02,0.4137,0.2398,36.5227,7.899,0.1497
Ammapet_1,2022-02,0.4529,0.2554,33.3943,9.1551,0.1476
Ariyampatti,2022-02,0.4208,0.2445,36.6241,7.8407,0.1414
Avaniperur Keelmugam,2022-02,0.4344,0.2633,36.4141,9.1644,0.1349
Ayodhiyapattinam,2022-02,0.4744,0.2698,33.8151,8.9821,0.1516
Egapuram,2022-02,0.4156,0.2563,36.8226,8.0911,0.1341
Erumaipatti_1,2022-02,0.3894,0.229,36.4622,7.1826,0.1279
Erumaipatti_2,2022-02,0.3986,0.2513,36.8252,7.5212,0.1306
Gundakkal,2022-02,0.4698,0.2587,34.4819,9.4749,0.1528
Hasthampati,2022-02,0.3836,0.2312,34.4795,8.0082,0.1553
Hasthampatti,2022-02,0.4165,0.2476,33.9316,8.6816,0.1563
Illupanatham_1,2022-02,0.4961,0.3099,34.4571,9.2826,0.197
Inam Bairoji,2022-02,0.4818,0.284,34.7789,9.5402,0.1347
Kadambur,2022-02,0.5359,0.3055,32.0492,9.7817,0.1631
Kullampatti,2022-02,0.4287,0.2549,35.2539,8.8938,0.1305
M.Chettipatti,2022-02,0.4389,0.2597,36.3197,8.4923,0.1432
Manjakalpatti,2022-02,0.3945,0.2356,35.6204,7.3847,0.1281
Mannarpalayam,2022-02,0.4906,0.2826,34.332,9.3876,0.1606
Moolakadu,2022-02,0.3821,0.1958,30.7018,10.6824,0.1186
Murungapatty,2022-02,0.4783,0.2716,34.5425,9.5095,0.143
Muthiyampatti,2022-02,0.4609,0.2708,36.0434,9.5829,0.1381
Nadupatty,2022-02,0.4624,0.2547,34.7751,9.2689,0.1485
Navapatti,2022-02,0.5656,0.3128,29.871,13.6595,0.1177
Pannavadi,2022-02,0.3358,0.1888,32.2391,10.7747,0.1093
Pappanaickanpatti,2022-02,0.683,0.3693,29.0961,18.6481,0.165
Periyakadampatty,2022-02,0.4396,0.261,36.355,8.5247,0.1423
Pillukurichi,2022-02,0.478,0.2815,33.7917,9.9492,0.1231
Pulluthikuttai,2022-02,0.6564,0.3604,29.7243,17.3609,0.1603
Rajapalayam (TN-MWS01),2022-02,0.4759,0.305,33.0192,8.838,0.2069
Ramagudal,2022-02,0.4462,0.2626,34.6027,8.6947,0.1234
Ramanaickanpalayam,2022-02,0.5055,0.305,33.4629,9.3092,0.1652
Samuthiram_1,2022-02,0.4512,0.2644,36.2024,9.3246,0.1387
Sanarpatti,2022-02,0.475,0.2784,34.3989,8.9266,0.1397
Sandhiyur,2022-02,0.4568,0.2722,34.4342,8.7642,0.1369
Sendarapatti,2022-02,0.5235,0.2929,32.7906,10.3543,0.1563
Singipuram,2022-02,0.4782,0.2796,34.8502,9.2146,0.1614
Siruvachur,2022-02,0.5865,0.3623,32.4197,12.9979,0.2329
Sitteri,2022-02,0.4836,0.3057,33.9955,9.0895,0.2049
Sukkampatti,2022-02,0.5271,0.2936,32.7477,11.424,0.1532
Thekkampatti,2022-02,0.4446,0.2481,33.9217,8.4614,0.1517
Thuttampatti,2022-02,0.4258,0.257,36.6747,8.3657,0.1407
Vaikundham sankari Salem Tamil Nadu,2022-02,0.586,0.4006,32.7072,15.999,0.1431
Veerakal,2022-02,0.4796,0.2813,34.1993,8.9689,0.1414
Veppilaipatty,2022-02,0.5112,0.2889,33.1856,9.6279,0.16
Amaram_1,2022-03,0.3659,0.2271,38.5358,5.6954,0.1326
Ammapet_1,2022-03,0.4371,0.2649,35.1088,7.9511,0.1271
Ariyampatti,2022-03,0.3602,0.2211,39.906,5.5568,0.1253
Avaniperur Keelmugam,2022-03,0.3728,0.2244,39.2195,5.6076,0.1215
Ayodhiyapattinam,2022-03,0.4643,0.2798,35.3909,7.855,0.129
Egapuram,2022-03,0.3654,0.2254,39.8683,5.9177,0.1222
Erumaipatti_1,2022-03,0.3687,0.2335,37.9678,5.5349,0.1163
Erumaipatti_2,2022-03,0.3624,0.2184,39.5817,5.4545,0.12
Gundakkal,2022-03,0.4161,0.2429,36.2005,7.0965,0.1353
Hasthampati,2022-03,0.3791,0.2405,35.974,6.9712,0.1338
Hasthampatti,2022-03,0.4064,0.2523,35.5625,7.656,0.1341
Illupanatham_1,2022-03,0.4943,0.3126,36.4531,9.6699,0.1507
Inam Bairoji,2022-03,0.4494,0.2831,37.1309,7.8592,0.1219
Kadambur,2022-03,0.4951,0.2822,34.215,9.9694,0.1332
Kullampatti,2022-03,0.3909,0.242,37.8968,6.005,0.1182
M.Chettipatti,2022-03,0.3969,0.2439,37.9068,6.4875,0.1265
Manjakalpatti,2022-03,0.3611,0.2221,37.3447,5.3618,0.1171
Mannarpalayam,2022-03,0.4434,0.263,36.185,7.9801,0.1356
Moolakadu,2022-03,0.3175,0.1786,32.0082,7.1846,0.112
Murungapatty,2022-03,0.427,0.2551,37.1437,7.3584,0.1269
Muthiyampatti,2022-03,0.388,0.2328,39.7576,6.0544,0.1239
Nadupatty,2022-03,0.4257,0.2492,36.6543,7.1769,0.1321
Navapatti,2022-03,0.4646,0.2773,31.4426,8.6226,0.1082
Pannavadi,2022-03,0.2881,0.1752,34.5813,7.333,0.1055
Pappanaickanpatti,2022-03,0.5825,0.3055,30.9367,13.9369,0.1371
Periyakadampatty,2022-03,0.3938,0.2438,38.1994,6.4356,0.1259
Pillukurichi,2022-03,0.4249,0.2632,36.6449,7.0624,0.1131
Pulluthikuttai,2022-03,0.5586,0.2968,32.4768,12.539,0.1334
Rajapalayam (TN-MWS01),2022-03,0.4271,0.2675,37.5143,7.9003,0.1634
Ramagudal,2022-03,0.4068,0.2611,36.8824,6.5476,0.1105
Ramanaickanpalayam,2022-03,0.4895,0.2854,35.4502,9.6335,0.136
Samuthiram_1,2022-03,0.3818,0.2314,39.9046,6.0283,0.1241
Sanarpatti,2022-03,0.4067,0.2421,37.2613,6.2683,0.1242
Sandhiyur,2022-03,0.4502,0.2897,35.3166,7.6555,0.1239
Sendarapatti,2022-03,0.4829,0.2635,36.235,9.1178,0.1317
Singipuram,2022-03,0.4349,0.261,36.8206,8.1888,0.1351
Siruvachur,2022-03,0.5649,0.3263,34.3359,11.8672,0.1869
Sitteri,2022-03,0.4767,0.2923,36.0621,9.2632,0.1538
Sukkampatti,2022-03,0.5002,0.2876,34.8329,9.1808,0.1299
Thekkampatti,2022-03,0.4351,0.2606,35.5077,7.5626,0.132
Thuttampatti,2022-03,0.3736,0.2352,39.828,6.0408,0.125
Vaikundham sankari Salem Tamil Nadu,2022-03,0.4864,0.3083,35.522,8.9296,0.1322
Veerakal,2022-03,0.414,0.2548,36.4184,6.7205,0.1257
Veppilaipatty,2022-03,0.4719,0.2793,35.0273,7.9147,0.1375
Amaram_1,2022-04,0.3809,0.2322,40.221,6.1104,0.1493
Ammapet_1,2022-04,0.5105,0.3376,35.1938,10.7745,0.1471
Ariyampatti,2022-04,0.389,0.2426,40.0442,6.4196,0.1472
Avaniperur Keelmugam,2022-04,0.4079,0.2562,39.3275,7.4139,0.1477
Ayodhiyapattinam,2022-04,0.5395,0.347,35.6336,10.972,0.1484
Egapuram,2022-04,0.4093,0.2565,39.506,7.125,0.1485
Erumaipatti_1,2022-04,0.4276,0.2923,37.3462,8.0697,0.1465
Erumaipatti_2,2022-04,0.4101,0.2659,38.5313,7.1461,0.1478
Gundakkal,2022-04,0.4495,0.2645,37.1875,7.9201,0.1487
Hasthampati,2022-04,0.454,0.3108,36.0677,9.4531,0.1541
Hasthampatti,2022-04,0.4871,0.3276,35.593,10.2915,0.154
Illupanatham_1,2022-04,0.4511,0.2875,39.9686,9.018,0.1441
Inam Bairoji,2022-04,0.5047,0.3313,37.4073,9.4856,0.1487
Kadambur,2022-04,0.483,0.2856,37.6747,9.604,0.1435
Kullampatti,2022-04,0.4828,0.3154,36.5872,9.131,0.1453
M.Chettipatti,2022-04,0.4446,0.2675,38.5384,7.4252,0.1483
Manjakalpatti,2022-04,0.432,0.2968,36.4128,8.2262,0.1465
Mannarpalayam,2022-04,0.4922,0.3041,36.7673,9.212,0.15
Moolakadu,2022-04,0.3508,0.2262,33.8075,9.8098,0.1316
Murungapatty,2022-04,0.4929,0.2989,37.4191,8.9854,0.1503
Muthiyampatti,2022-04,0.4063,0.2486,39.9989,7.0939,0.1477
Nadupatty,2022-04,0.4908,0.2891,36.7314,8.8978,0.1467
Navapatti,2022-04,0.5741,0.3747,32.8165,13.1482,0.1313
Pannavadi,2022-04,0.2932,0.1811,36.0708,8.1199,0.1233
Pappanaickanpatti,2022-04,0.6274,0.3574,33.0824,14.7991,0.1506
Periyakadampatty,2022-04,0.4343,0.264,39.0838,7.2429,0.1477
Pillukurichi,2022-04,0.4957,0.3171,36.3333,9.6961,0.1377
Pulluthikuttai,2022-04,0.5869,0.3353,33.5116,13.8094,0.1488
Rajapalayam (TN-MWS01),2022-04,0.3797,0.2335,42.0554,7.113,0.1476
Ramagudal,2022-04,0.5047,0.3363,35.2544,9.5923,0.1409
Ramanaickanpalayam,2022-04,0.4991,0.3144,37.6374,9.7983,0.149
Samuthiram_1,2022-04,0.4014,0.2455,40.0682,7.0332,0.1477
Sanarpatti,2022-04,0.4601,0.2968,37.3383,8.2594,0.1464
Sandhiyur,2022-04,0.524,0.348,36.0792,10.0485,0.1492
Sendarapatti,2022-04,0.4896,0.2974,37.6613,9.8675,0.1471
Singipuram,2022-04,0.4832,0.3025,37.5141,9.3334,0.1497
Siruvachur,2022-04,0.4916,0.3085,38.0876,10.2854,0.1824
Sitteri,2022-04,0.4347,0.2773,40.0035,8.8408,0.1448
Sukkampatti,2022-04,0.6011,0.3749,34.2358,13.2082,0.149
Thekkampatti,2022-04,0.5101,0.3175,35.9956,10.163,0.1528
Thuttampatti,2022-04,0.3962,0.2468,40.2126,6.8477,0.1473
Vaikundham sankari Salem Tamil Nadu,2022-04,0.5219,0.336,37.0262,10.6721,0.1722
Veerakal,2022-04,0.4742,0.3082,37.0759,8.5258,0.1469
Veppilaipatty,2022-04,0.5285,0.3266,35.5221,9.89,0.1533
Amaram_1,2022-05,0.5206,0.3409,36.0941,10.5959,0.2201
Ammapet_1,2022-05,0.562,0.3581,33.5242,13.4564,0.1984
Ariyampatti,2022-05,0.5118,0.3289,36.7076,10.6792,0.2129
Avaniperur Keelmugam,2022-05,0.5379,0.3536,35.1109,11.6614,0.2113
Ayodhiyapattinam,2022-05,0.5903,0.3782,33.4234,12.9169,0.199
Egapuram,2022-05,0.5004,0.3246,35.5723,10.7886,0.2117
Erumaipatti_1,2022-05,0.5235,0.3546,35.0888,11.1993,0.2043
Erumaipatti_2,2022-05,0.5001,0.3355,35.0674,10.6483,0.2105
Gundakkal,2022-05,0.6045,0.3906,34.988,13.3804,0.2177
Hasthampati,2022-05,0.483,0.3073,34.8123,12.3947,0.2073
Hasthampatti,2022-05,0.5178,0.3261,34.3191,13.2369,0.2068
Illupanatham_1,2022-05,0.4994,0.3065,37.7127,9.7239,0.1933
Inam Bairoji,2022-05,0.5886,0.3886,34.4142,13.5335,0.2075
Kadambur,2022-05,0.6264,0.3862,33.6356,12.0089,0.1909
Kullampatti,2022-05,0.6136,0.3942,32.674,14.5931,0.2102
M.Chettipatti,2022-05,0.539,0.3482,36.9213,11.1668,0.2123
Manjakalpatti,2022-05,0.538,0.3731,33.6197,11.7586,0.2075
Mannarpalayam,2022-05,0.5442,0.3313,36.1708,11.1391,0.1989
Moolakadu,2022-05,0.4691,0.2862,31.1896,17.0809,0.2017
Murungapatty,2022-05,0.5766,0.3735,35.4269,12.455,0.2116
Muthiyampatti,2022-05,0.529,0.3393,35.8161,11.2601,0.2124
Nadupatty,2022-05,0.6063,0.3857,34.9659,13.6125,0.2128
Navapatti,2022-05,0.6739,0.4546,30.0597,20.5408,0.1954
Pannavadi,2022-05,0.378,0.2186,32.9656,13.0398,0.1965
Pappanaickanpatti,2022-05,0.7443,0.4437,29.8043,20.6037,0.1977
Periyakadampatty,2022-05,0.5318,0.3432,36.7927,10.9639,0.2126
Pillukurichi,2022-05,0.6187,0.4004,32.5214,15.0026,0.2028
Pulluthikuttai,2022-05,0.6854,0.391,31.153,17.5615,0.1971
Rajapalayam (TN-MWS01),2022-05,0.4068,0.2346,39.9456,8.0047,0.1906
Ramagudal,2022-05,0.591,0.3853,33.4969,13.9462,0.2063
Ramanaickanpalayam,2022-05,0.5862,0.3645,34.7816,11.5519,0.1985
Samuthiram_1,2022-05,0.5247,0.3344,35.9754,11.1956,0.2125
Sanarpatti,2022-05,0.5771,0.3844,34.4207,12.8482,0.2125
Sandhiyur,2022-05,0.5846,0.385,34.2861,12.9431,0.2032
Sendarapatti,2022-05,0.5933,0.3476,35.0468,11.9362,0.192
Singipuram,2022-05,0.5434,0.3385,36.4224,10.7747,0.1987
Siruvachur,2022-05,0.5266,0.3078,36.5399,10.9197,0.2229
Sitteri,2022-05,0.5052,0.3142,37.4051,10.1177,0.1937
Sukkampatti,2022-05,0.6403,0.4008,32.0044,15.8933,0.1995
Thekkampatti,2022-05,0.5494,0.3376,35.3706,12.5006,0.2099
Thuttampatti,2022-05,0.505,0.3223,36.9099,10.5027,0.2128
Vaikundham sankari Salem Tamil Nadu,2022-05,0.4892,0.2988,36.9101,11.613,0.2126
Veerakal,2022-05,0.5982,0.3953,34.122,13.4663,0.2139
Veppilaipatty,2022-05,0.5695,0.3356,34.9108,11.9783,0.2012
Amaram_1,2022-06,0.6405,0.4345,32.0067,15.1001,0.213
Ammapet_1,2022-06,0.5464,0.385,33.5446,14.87,0.1892
Ariyampatti,2022-06,0.6408,0.4253,33.1505,14.3103,0.2061
Avaniperur Keelmugam,2022-06,0.5749,0.3772,35.207,14.4634,0.2021
Ayodhiyapattinam,2022-06,0.5705,0.3883,33.3411,14.0028,0.1902
Egapuram,2022-06,0.5195,0.3305,37.4393,12.748,0.2019
Erumaipatti_1,2022-06,0.5222,0.3433,35.2384,13.0446,0.1897
Erumaipatti_2,2022-06,0.4945,0.3255,37.4536,12.5487,0.1986
Gundakkal,2022-06,0.6332,0.3947,32.2709,16.3986,0.2105
Hasthampati,2022-06,0.4671,0.3217,35.05,13.6059,0.1992
Hasthampatti,2022-06,0.5,0.3442,34.409,14.1206,0.1989
Illupanatham_1,2022-06,0.529,0.3097,38.1647,10.1912,0.1902
Inam Bairoji,2022-06,0.5898,0.3853,35.109,14.1056,0.1928
Kadambur,2022-06,0.6057,0.357,34.9303,12.7499,0.1874
Kullampatti,2022-06,0.5937,0.3865,34.0515,15.3647,0.2002
M.Chettipatti,2022-06,0.5788,0.3829,34.6029,13.6365,0.2051
Manjakalpatti,2022-06,0.5219,0.3559,34.8179,13.3124,0.1937
Mannarpalayam,2022-06,0.5718,0.3513,35.4805,12.4366,0.1938
Moolakadu,2022-06,0.449,0.2895,29.8933,18.6257,0.1918
Murungapatty,2022-06,0.5931,0.3769,35.0931,14.237,0.2021
Muthiyampatti,2022-06,0.6273,0.4216,34.7769,15.0417,0.2043
Nadupatty,2022-06,0.6241,0.401,33.0606,16.0018,0.2063
Navapatti,2022-06,0.6061,0.4143,27.5395,20.6936,0.1874
Pannavadi,2022-06,0.3633,0.2349,32.1636,15.7712,0.1839
Pappanaickanpatti,2022-06,0.7476,0.4542,30.8708,21.5094,0.1955
Periyakadampatty,2022-06,0.5943,0.3942,34.1811,13.7333,0.2057
Pillukurichi,2022-06,0.6442,0.4348,32.149,16.6534,0.1944
Pulluthikuttai,2022-06,0.6924,0.3656,31.7734,17.5382,0.1938
Rajapalayam (TN-MWS01),2022-06,0.4522,0.2375,40.1955,8.5648,0.1925
Ramagudal,2022-06,0.6038,0.3628,34.0376,14.6112,0.1938
Ramanaickanpalayam,2022-06,0.5834,0.3954,35.5823,12.4921,0.1954
Samuthiram_1,2022-06,0.6227,0.4183,34.9568,15.0215,0.2046
Sanarpatti,2022-06,0.6213,0.4064,31.1996,14.9087,0.2057
Sandhiyur,2022-06,0.5723,0.3838,34.469,13.7563,0.1898
Sendarapatti,2022-06,0.6164,0.348,35.2997,12.4855,0.1922
Singipuram,2022-06,0.5437,0.3365,36.384,11.7749,0.1943
Siruvachur,2022-06,0.4981,0.284,38.3223,10.6864,0.2201
Sitteri,2022-06,0.5232,0.3151,38.2862,10.4126,0.1906
Sukkampatti,2022-06,0.6417,0.4096,32.0245,16.0652,0.1911
Thekkampatti,2022-06,0.5499,0.3677,34.8167,13.8486,0.2021
Thuttampatti,2022-06,0.5866,0.3913,35.5186,14.0349,0.2057
Vaikundham sankari Salem Tamil Nadu,2022-06,0.435,0.2754,37.9584,10.7708,0.1968
Veerakal,2022-06,0.6629,0.4287,31.1712,15.5178,0.2069
Veppilaipatty,2022-06,0.5999,0.3847,33.6865,13.7084,0.1941
Amaram_1,2022-07,0.5998,0.427,32.9244,16.8328,0.2298
Ammapet_1,2022-07,0.521,0.369,32.9217,15.8147,0.2208
Ariyampatti,2022-07,0.5808,0.4126,36.364,14.5961,0.2206
Avaniperur Keelmugam,2022-07,0.5839,0.4175,36.4477,14.6625,0.2137
Ayodhiyapattinam,2022-07,0.5781,0.41,32.4087,15.473,0.223
Egapuram,2022-07,0.534,0.3694,37.6197,13.1511,0.2173
Erumaipatti_1,2022-07,0.5323,0.3609,35.158,12.557,0.2068
Erumaipatti_2,2022-07,0.5555,0.3783,36.3041,12.5346,0.2144
Gundakkal,2022-07,0.5272,0.3602,29.3501,19.1179,0.2306
Hasthampati,2022-07,0.4393,0.3076,34.0729,14.27,0.2286
Hasthampatti,2022-07,0.4744,0.3303,33.3232,15.1157,0.2287
Illupanatham_1,2022-07,0.4647,0.2914,37.6733,10.6285,0.2079
Inam Bairoji,2022-07,0.5826,0.3958,32.7718,14.4642,0.2168
Kadambur,2022-07,0.6022,0.4118,33.1893,13.6457,0.2163
Kullampatti,2022-07,0.5857,0.4036,33.1885,15.0375,0.2101
M.Chettipatti,2022-07,0.5894,0.408,35.5817,14.2439,0.2219
Manjakalpatti,2022-07,0.5347,0.3636,35.3778,12.5255,0.2083
Mannarpalayam,2022-07,0.599,0.4326,33.6433,14.1125,0.2269
Moolakadu,2022-07,0.4542,0.3061,30.6374,20.9973,0.2084
Murungapatty,2022-07,0.5702,0.391,34.8339,14.5133,0.222
Muthiyampatti,2022-07,0.5913,0.4149,36.8548,15.1138,0.219
Nadupatty,2022-07,0.5249,0.3582,29.8996,18.834,0.2282
Navapatti,2022-07,0.6459,0.4824,29.9615,20.5108,0.2003
Pannavadi,2022-07,0.3566,0.2217,32.8084,19.0719,0.2033
Pappanaickanpatti,2022-07,0.6638,0.4274,29.0943,22.4361,0.2188
Periyakadampatty,2022-07,0.5887,0.4091,35.7176,14.1032,0.2212
Pillukurichi,2022-07,0.6182,0.4449,31.5966,17.1276,0.2062
Pulluthikuttai,2022-07,0.6324,0.4535,29.3781,19.087,0.221
Rajapalayam (TN-MWS01),2022-07,0.3909,0.2304,39.9317,8.831,0.2026
Ramagudal,2022-07,0.5404,0.3644,34.2386,14.4572,0.2057
Ramanaickanpalayam,2022-07,0.5707,0.3986,34.8492,13.3673,0.2233
Samuthiram_1,2022-07,0.5847,0.4066,36.8117,15.0512,0.2194
Sanarpatti,2022-07,0.6013,0.4332,31.3959,16.0142,0.2188
Sandhiyur,2022-07,0.5593,0.3836,31.2652,14.0677,0.2203
Sendarapatti,2022-07,0.5831,0.3927,33.4842,13.5379,0.2258
Singipuram,2022-07,0.576,0.421,34.3595,13.4031,0.2253
Siruvachur,2022-07,0.5143,0.3348,34.0416,11.7448,0.234
Sitteri,2022-07,0.4991,0.333,36.7892,11.3567,0.2054
Sukkampatti,2022-07,0.6115,0.436,30.779,17.7655,0.2242
Thekkampatti,2022-07,0.5592,0.3822,31.2959,15.3844,0.2272
Thuttampatti,2022-07,0.5582,0.3835,37.5489,13.9725,0.2203
Vaikundham sankari Salem Tamil Nadu,2022-07,0.4288,0.2748,38.1617,12.7057,0.2522
Veerakal,2022-07,0.6204,0.4602,30.7142,17.1393,0.221
Veppilaipatty,2022-07,0.6158,0.4349,32.1647,15.5047,0.2279
Amaram_1,2022-08,0.5793,0.3685,33.4678,18.5969,0.2711
Ammapet_1,2022-08,0.5791,0.3668,32.0846,18.697,0.2566
Ariyampatti,2022-08,0.5577,0.3519,34.887,17.4401,0.2599
Avaniperur Keelmugam,2022-08,0.63,0.4311,33.2572,19.3685,0.2546
Ayodhiyapattinam,2022-08,0.6412,0.4077,31.9576,18.6814,0.2607
Egapuram,2022-08,0.6017,0.4014,34.4482,18.7534,0.2562
Erumaipatti_1,2022-08,0.6064,0.409,31.6553,17.463,0.248
Erumaipatti_2,2022-08,0.6317,0.4451,32.7809,18.7076,0.2542
Gundakkal,2022-08,0.6553,0.4236,32.0501,21.8779,0.2747
Hasthampati,2022-08,0.4808,0.3065,33.7712,17.4717,0.2653
Hasthampatti,2022-08,0.5216,0.331,33.0477,18.1472,0.2656
Illupanatham_1,2022-08,0.5262,0.3315,39.7199,14.7527,0.2469
Inam Bairoji,2022-08,0.6578,0.4197,31.7127,18.974,0.2538
Kadambur,2022-08,0.633,0.4172,33.4555,17.3379,0.2458
Kullampatti,2022-08,0.6019,0.3993,31.6843,18.28,0.2533
M.Chettipatti,2022-08,0.5814,0.3712,33.5705,17.7335,0.2604
Manjakalpatti,2022-08,0.6056,0.4115,31.0437,17.4777,0.2503
Mannarpalayam,2022-08,0.6329,0.4055,34.6037,17.6373,0.2601
Moolakadu,2022-08,0.4344,0.2892,30.4994,23.8379,0.2534
Murungapatty,2022-08,0.6544,0.4351,32.2499,19.4154,0.259
Muthiyampatti,2022-08,0.5971,0.3779,34.9301,18.764,0.2583
Nadupatty,2022-08,0.6477,0.4151,32.2019,21.0652,0.2721
Navapatti,2022-08,0.6875,0.4693,28.645,25.4161,0.2415
Pannavadi,2022-08,0.395,0.2367,31.5199,21.6677,0.25
Pappanaickanpatti,2022-08,0.7624,0.4909,28.1863,26.4299,0.2633
Periyakadampatty,2022-08,0.5729,0.3637,33.9515,17.5905,0.2601
Pillukurichi,2022-08,0.6037,0.4131,30.9144,19.1821,0.2482
